supplier_id,supplier_name,region,reliability_score,payment_terms,max_capacity,item_id,sku,description,commodity_category,unit_weight_kg,moq,baseline_cost_inr,unit_price_inr,lead_time_days,defect_rate_pct,qty_ordered,logistics_cost_inr,cost_per_defect_inr,penalty_per_day_inr
SUP-046,Vinati Organics Ltd,Maharashtra,83,Net 15,921,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,876794.52,45,4.9993,140,4729.01,656773.09,185251.42
SUP-005,Kalyani Steels Ltd,Maharashtra,85,Net 15,2740,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,86.62,44,4.0975,1052,2745.95,76.06,130.58
SUP-019,Uttam Galva Steels Ltd,Maharashtra,67,Net 45,1253,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,1096.69,15,8,110,2142.4,2032.63,51.34
SUP-006,Jai Balaji Industries,West Bengal,59,Cash Against Documents,5587,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,25942.58,81,1.8174,584,163669.09,36171.49,16929.31
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,964.62,25,3.3464,218,4648,1202.67,201.53
SUP-049,Carborundum Universal Ltd,Tamil Nadu,67,Net 60,2704,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,78176.21,37,2.7126,221,6086.29,41857.75,25066.43
SUP-061,Isgec Heavy Engineering,Uttar Pradesh,75,Net 45,779,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,71877.54,19,4.6258,208,6521.01,149132.25,6852.73
SUP-038,Kennametal India Ltd,Karnataka,87,Cash Against Documents,5208,ITM-006,SKU-STLANG-MS,MS Equal Angle 50×50×6,Ferrous Metals,45,25,8200,9521.61,39,2.0291,44,19825.12,16294.18,202.25
SUP-031,Endurance Technologies,Maharashtra,74,Cash on Delivery,1596,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,221868.32,18,2.3745,376,5750.77,276033.75,51899.38
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,4891.13,11,4.5237,181,9690.06,10749.52,605.27
SUP-005,Kalyani Steels Ltd,Maharashtra,85,Net 15,2740,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14271.35,42,4.9794,22,4029.9,21780.66,322.15
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,12327.82,39,4.8359,5,11497.72,23346.12,45.13
SUP-027,National Engineering Industries,Rajasthan,73,Net 15,4957,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,4003.9,34,3.9054,155,4045.82,6552.25,911.32
SUP-045,Hikal Ltd,Maharashtra,77,Advance 50% Net 30,2154,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,198.83,22,2.6569,660,2707.85,383.51,135.71
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,441.79,23,4.1857,546,2001.23,335.7,439.04
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,432.96,20,3.3955,1097,1733.76,565.13,442.3
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,65176.89,18,2.7464,219,2645.71,55439.05,11755.82
SUP-035,Jyoti CNC Automation,Gujarat,81,Net 60,10394,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1797.09,32,4.9454,106,4360.41,1421.29,101.68
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,237.22,32,2.6059,505,1961.95,328.87,164.73
SUP-030,Lakshmi Machine Works,Tamil Nadu,83,Cash Against Documents,5763,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,7983.58,40,4.9952,57,2773.71,12947.62,401.75
SUP-028,Rane Holdings Ltd,Tamil Nadu,75,LC 90 Days,3016,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,238.52,24,3.8014,1306,1745.44,148.07,135.87
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,1030.6,20,2.4784,100,5260.05,1425.14,152.91
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14664.93,17,4.9969,19,34245.92,36630.91,485.54
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,270.78,25,2.5869,523,1965.69,547.51,215.35
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,978.55,38,2.4824,113,6967.21,924.28,47.48
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,44225.24,30,1.1924,68,506414.29,242393.97,2623.21
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,782.88,17,4.2491,342,2811.69,875.19,207.23
SUP-060,Kirloskar Electric Co,Karnataka,71,Net 90,4409,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,676.83,37,4.7778,105,1572.35,421.22,36.54
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,65619.99,7,2.9176,43,456820.35,346668.11,2013.84
SUP-038,Kennametal India Ltd,Karnataka,87,Cash Against Documents,5208,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14085.53,9,2.7447,22,31903.5,33987.66,474.56
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3650.03,19,4.9658,98,4673.65,6520.6,438.68
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,2192.96,16,2.8013,229,4800.84,2330.75,392.41
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,831.3,22,3.4856,200,968.56,484.51,169.31
SUP-048,NOCIL Ltd,Maharashtra,65,Advance 30% Net 60,413,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,818542.81,21,2.7806,50,3201.86,1142345.62,38502.96
SUP-022,Schaeffler India Ltd,Gujarat,81,Net 90,13368,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1903.18,18,2.7341,262,4631.1,1716.26,558.71
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,408.86,27,2.7541,1713,2497.6,271.66,677.27
SUP-046,Vinati Organics Ltd,Maharashtra,83,Net 15,921,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,3536.82,20,5,155,2715.26,2751.02,361.16
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,72559.59,20,3.6539,200,7164.64,43614.24,15924.33
SUP-038,Kennametal India Ltd,Karnataka,87,Cash Against Documents,5208,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,219.1,9,2.4695,200,2728.93,441.58,24.82
SUP-019,Uttam Galva Steels Ltd,Maharashtra,67,Net 45,1253,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,2069.94,27,8,152,2096.42,3528.37,638.8
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,11222.19,44,6.1642,17,20738.55,14247.04,214.08
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,575.12,27,4.2358,654,2510.54,352.52,686.33
SUP-026,ABC Bearings Ltd,Gujarat,87,Net 45,13504,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,740766.26,19,3.0028,88,6422.57,578592.95,115454.57
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,250360.07,28,2.7499,5,1264.53,552605.09,2360.46
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14121.7,33,4.9426,10,21157.38,18068.91,162.45
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,39.54,14,4.7789,2061,1620.96,46.62,90.39
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,56004.68,31,1.7081,21,35354.8,227511.09,1272.89
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,62609.81,18,4.1722,20,213823.45,319444.63,1255.42
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3686.61,12,2.0567,53,6504.99,3262.37,272.94
SUP-055,HPCL Mittal Energy Ltd,Punjab,80,Net 90,4592,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,63610.16,14,4.9986,15,82864.41,186480.56,298.49
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,10529.67,9,4.9147,5,1384.58,14160.35,35.77
SUP-005,Kalyani Steels Ltd,Maharashtra,85,Net 15,2740,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,778.13,19,4.1306,341,2822.82,731.31,296.16
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,895.34,9,3.96,100,1950.54,1731.99,105.07
SUP-058,Thermax Ltd,Maharashtra,82,Net 60,2281,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,605.64,78,4.9998,110,1035.03,528.88,30.39
SUP-049,Carborundum Universal Ltd,Tamil Nadu,67,Net 60,2704,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,43.65,27,4.5839,5488,2783.11,43.04,158.7
SUP-036,Suprajit Engineering,Karnataka,74,Cash Against Documents,4355,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,65357.07,21,4.981,803,15435.77,93264.58,42747.3
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,42.94,18,1.8645,2000,2707.07,78.51,59.58
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,704.79,24,4.8524,224,1028.54,418.52,111.83
SUP-036,Suprajit Engineering,Karnataka,74,Cash Against Documents,4355,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,200842.19,27,4.1211,10,10092.65,508927.56,1411.98
SUP-058,Thermax Ltd,Maharashtra,82,Net 60,2281,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,8571.64,36,4.8361,54,3082.85,7264.92,197.58
SUP-026,ABC Bearings Ltd,Gujarat,87,Net 45,13504,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,16972.34,11,1.7732,10,3130.77,19908.46,134.32
SUP-041,Tide Water Oil Co,West Bengal,72,Advance 30% Net 60,8531,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,753.81,27,1.1593,386,19833.27,411.54,173.44
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,2166.43,30,4.9984,200,3918.42,3733.69,250.71
SUP-021,SKF India Ltd,Maharashtra,93,Advance 50% Net 30,14554,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,510.18,12,2.6003,1040,2427.78,968.02,483.95
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,264.08,20,2.6736,200,3717.92,391.28,32.52
SUP-035,Jyoti CNC Automation,Gujarat,81,Net 60,10394,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,688.72,18,4.9071,219,1241.92,1068.67,73.86
SUP-062,WPIL Ltd,West Bengal,63,Cash on Delivery,8372,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3669.79,37,7.3216,50,14568.69,5046.64,95.21
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,38.38,19,4.2822,2000,922.34,24.79,87.98
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,6070.26,15,4.1905,56,4413.62,4827.3,431.8
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,940.05,14,2.6552,228,7118.99,1193.43,218.88
SUP-012,Hindalco Industries Ltd,Maharashtra,95,LC 90 Days,12052,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,216383.96,19,5,5,1851.78,567122.53,990.3
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,23153.41,22,4.8496,396,6645.69,26676.5,7508.69
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5563.7,14,3.7239,93,12097.19,5639.19,549.69
SUP-061,Isgec Heavy Engineering,Uttar Pradesh,75,Net 45,779,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3583.85,37,4.6813,172,30127.83,5070.77,568.02
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14840.02,37,4.833,21,5432.83,15945.69,329.22
SUP-012,Hindalco Industries Ltd,Maharashtra,95,LC 90 Days,12052,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,87.01,22,4.894,1039,2315.14,113.56,55.84
SUP-062,WPIL Ltd,West Bengal,63,Cash on Delivery,8372,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,611.94,36,4.207,396,1348.23,776.46,257.89
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,2378.44,38,4.8328,200,1795.63,3518.61,703.38
SUP-005,Kalyani Steels Ltd,Maharashtra,85,Net 15,2740,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5668.12,12,5,105,2979.33,4446.74,606.78
SUP-037,Sandvik Asia Pvt Ltd,Maharashtra,91,Net 45,8696,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,62517.57,15,2.6793,21,14837.19,171236.8,1278.63
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7583.01,25,4.1598,45,20950.85,17787.68,537.22
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,214745.68,25,2.6893,8,12113.49,217886.85,1908.98
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4043.39,23,4.47,158,3905.99,5013.66,358.1
SUP-005,Kalyani Steels Ltd,Maharashtra,85,Net 15,2740,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,3997.97,14,4.4964,111,2568.19,2082.09,822.02
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,2959.4,31,4.585,449,4982.1,4018.67,1226.73
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,51528.86,29,4.8128,45,39852.66,131209.57,1316.13
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1686.04,20,2.5799,50,1388.6,2942.97,73.62
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,199.53,8,4.9922,1000,1832.9,339.72,166.21
SUP-001,Bharat Forge Ltd,Maharashtra,79,LC 90 Days,1657,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,291.11,15,2.7227,2362,2547.13,510.33,280.62
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,249.22,11,0.4373,1695,1032.25,520.57,305.05
SUP-061,Isgec Heavy Engineering,Uttar Pradesh,75,Net 45,779,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,222068.54,42,4.9565,100,14593.33,431374.35,48940.17
SUP-055,HPCL Mittal Energy Ltd,Punjab,80,Net 90,4592,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,16726.66,20,4.945,10,12038.23,28654.96,168.77
SUP-022,Schaeffler India Ltd,Gujarat,81,Net 90,13368,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,8581.91,13,2.6948,20,4060.96,19587.72,143
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,234954.47,4,2.0884,9,9681.66,553016.68,2966.02
SUP-006,Jai Balaji Industries,West Bengal,59,Cash Against Documents,5587,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,677.32,23,8,677,17488.73,1193.38,469.91
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,919.19,28,4.9615,531,840.22,1348.33,1474.45
SUP-041,Tide Water Oil Co,West Bengal,72,Advance 30% Net 60,8531,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,321.09,22,6.9942,563,2026.07,592.04,162.22
SUP-031,Endurance Technologies,Maharashtra,74,Cash on Delivery,1596,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7165.01,38,3.9443,43,3562.6,10191.8,161.81
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,203949.91,22,2.63,10,3316.73,528433.71,3041.36
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,8345.77,3,2.7496,42,3931.4,4866.75,490.61
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4401.07,28,4.7007,140,26439.22,9408.58,273.16
SUP-004,Amtek Auto Ltd,Haryana,76,Net 15,2390,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,43.01,29,7.5498,3566,2001.49,52.82,74.78
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,237.39,43,1.8363,500,1354.22,447.47,60.64
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,92.75,22,1.0757,1000,989.07,182.95,88.23
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,267.69,32,2.6614,500,2463.54,537.97,110.02
SUP-019,Uttam Galva Steels Ltd,Maharashtra,67,Net 45,1253,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,231.51,32,8,971,2093.15,492.87,403.68
SUP-041,Tide Water Oil Co,West Bengal,72,Advance 30% Net 60,8531,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,44095.47,25,6.8103,11,114252.23,135656.41,449.57
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1921.53,22,4.9862,100,1955.3,3081.5,138.33
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,215.17,19,2.6492,1423,750,356.32,337.21
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,2663.9,15,4.9772,553,2278.45,3488.44,1459.15
SUP-054,Nalco India Ltd,Odisha,69,LC 60 Days at Sight,12089,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3480.01,21,4.989,55,14102.77,4695.61,150.55
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,12739.43,30,4.9105,9,4035.42,22681.36,82.87
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,115.34,24,2.5753,1000,1671.3,145.9,57.37
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,6027.79,8,2.5862,50,12190.87,8855.09,136.09
SUP-010,JSW Steel Ltd,Karnataka,87,LC 90 Days,368,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,266.23,24,2.7498,200,2555.79,362.21,23.75
